Rk,Name,Age,T,W,L,W-L%,ERA,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Rel▼,Name-additional,H/ip,R/ip,ER/ip,HR/ip,BB/ip,IBB/ip,HBP/ip,SO/ip,WP/ip
280,Spencer Howard,26,R,3,6,0.333,5.38,1,77.0,80,50,46,13,30,1,74,3,1,3,342,1.429,9.4,1.5,3.5,8.6,2.47,48%,howarsp01,1.0389610389610389,0.6493506493506493,0.5974025974025974,0.16883116883116883,0.38961038961038963,0.012987012987012988,0.03896103896103896,0.961038961038961,0.03896103896103896
281,John King,28,L,3,4,0.429,3.93,1,55.0,55,28,24,6,17,1,46,3,0,2,236,1.309,9.0,1.0,2.8,7.5,2.71,48%,kingjo01,1.0,0.509090909090909,0.43636363636363634,0.10909090909090909,0.3090909090909091,0.01818181818181818,0.05454545454545454,0.8363636363636363,0.03636363636363636
282,Joe Mantiply,32,L,2,4,0.333,3.51,2,59.0,58,28,23,6,17,1,57,3,0,3,248,1.271,8.8,0.9,2.6,8.7,3.35,48%,mantijo01,0.9830508474576272,0.4745762711864407,0.3898305084745763,0.1016949152542373,0.288135593220339,0.01694915254237288,0.05084745762711865,0.9661016949152542,0.05084745762711865
283,Chris Martin,37,R,3,3,0.5,3.63,2,57.0,54,25,23,6,13,1,58,2,0,3,237,1.175,8.5,0.9,2.1,9.2,4.46,48%,martich02,0.9473684210526315,0.43859649122807015,0.40350877192982454,0.10526315789473684,0.22807017543859648,0.017543859649122806,0.03508771929824561,1.0175438596491229,0.05263157894736842
284,Joely Rodríguez,31,L,3,3,0.5,4.09,1,55.0,51,28,25,5,22,1,55,2,0,2,235,1.327,8.3,0.8,3.6,9.0,2.5,48%,rodrijo06,0.9272727272727272,0.509090909090909,0.45454545454545453,0.09090909090909091,0.4,0.01818181818181818,0.03636363636363636,1.0,0.03636363636363636
285,Will Vest,28,R,3,3,0.5,4.13,1,61.0,58,31,28,6,22,0,58,3,0,4,261,1.311,8.6,0.9,3.2,8.6,2.64,48%,vestwi01,0.9508196721311475,0.5081967213114754,0.45901639344262296,0.09836065573770492,0.36065573770491804,0.0,0.04918032786885246,0.9508196721311475,0.06557377049180328
286,Matt Barnes,33,R,3,4,0.429,3.96,9,50.0,45,25,22,6,20,1,53,3,0,3,214,1.3,8.1,1.1,3.6,9.5,2.65,47%,barnema01,0.9,0.5,0.44,0.12,0.4,0.02,0.06,1.06,0.06
287,Connor Brogdon,28,R,3,3,0.5,3.57,2,53.0,48,23,21,6,17,1,53,2,0,2,223,1.226,8.2,1.0,2.9,9.0,3.12,47%,brogdco01,0.9056603773584906,0.4339622641509434,0.39622641509433965,0.11320754716981132,0.32075471698113206,0.018867924528301886,0.03773584905660377,1.0,0.03773584905660377
288,Camilo Doval,25,R,5,4,0.556,3.19,12,62.0,51,26,22,6,23,1,67,3,0,3,259,1.194,7.4,0.9,3.3,9.7,2.91,47%,dovalca01,0.8225806451612904,0.41935483870967744,0.3548387096774194,0.0967741935483871,0.3709677419354839,0.016129032258064516,0.04838709677419355,1.0806451612903225,0.04838709677419355
289,Justin Dunn,27,R,4,5,0.444,4.22,1,81.0,71,40,38,13,36,1,72,5,0,2,346,1.321,7.9,1.4,4.0,8.0,2.0,47%,dunnju01,0.8765432098765432,0.49382716049382713,0.4691358024691358,0.16049382716049382,0.4444444444444444,0.012345679012345678,0.06172839506172839,0.8888888888888888,0.024691358024691357
290,James Karinchak,27,R,3,2,0.6,3.42,4,50.0,38,21,19,5,22,0,62,2,0,3,210,1.2,6.8,0.9,4.0,11.2,2.82,47%,karinja01,0.76,0.42,0.38,0.1,0.44,0.0,0.04,1.24,0.06
291,Hoby Milner,32,L,3,3,0.5,4.05,1,60.0,58,30,27,8,17,0,59,4,0,2,253,1.25,8.7,1.2,2.6,8.9,3.47,47%,milneho01,0.9666666666666667,0.5,0.45,0.13333333333333333,0.2833333333333333,0.0,0.06666666666666667,0.9833333333333333,0.03333333333333333
292,Luis Patiño,23,R,4,4,0.5,4.37,1,68.0,64,36,33,10,27,1,64,3,0,3,297,1.338,8.5,1.3,3.6,8.5,2.37,47%,patinlu01,0.9411764705882353,0.5294117647058824,0.4852941176470588,0.14705882352941177,0.39705882352941174,0.014705882352941176,0.04411764705882353,0.9411764705882353,0.04411764705882353
293,Cole Sulser,33,R,3,4,0.429,3.94,3,48.0,45,24,21,6,19,1,49,1,0,2,204,1.333,8.4,1.1,3.6,9.2,2.58,47%,sulseco01,0.9375,0.5,0.4375,0.125,0.3958333333333333,0.020833333333333332,0.020833333333333332,1.0208333333333333,0.041666666666666664
294,John Brebbia,33,R,4,3,0.571,3.74,1,65.0,66,30,27,7,20,2,58,3,0,1,278,1.323,9.1,1.0,2.8,8.0,2.9,46%,brebbjo01,1.0153846153846153,0.46153846153846156,0.4153846153846154,0.1076923076923077,0.3076923076923077,0.03076923076923077,0.046153846153846156,0.8923076923076924,0.015384615384615385
295,Beau Brieske,25,R,5,6,0.455,3.92,2,101.0,89,47,44,14,32,1,84,3,1,3,423,1.198,7.9,1.2,2.9,7.5,2.63,46%,briesbe01,0.8811881188118812,0.46534653465346537,0.43564356435643564,0.13861386138613863,0.31683168316831684,0.009900990099009901,0.0297029702970297,0.8316831683168316,0.0297029702970297
296,Aroldis Chapman,35,L,4,4,0.5,3.86,10,49.0,39,23,21,6,25,1,57,2,0,4,209,1.306,7.2,1.1,4.6,10.5,2.28,46%,chapmar01,0.7959183673469388,0.46938775510204084,0.42857142857142855,0.12244897959183673,0.5102040816326531,0.02040816326530612,0.04081632653061224,1.163265306122449,0.08163265306122448
297,Kutter Crawford,27,R,4,6,0.4,4.71,1,84.0,82,47,44,11,30,1,82,3,1,4,361,1.333,8.8,1.2,3.2,8.8,2.73,46%,crawfku01,0.9761904761904762,0.5595238095238095,0.5238095238095238,0.13095238095238096,0.35714285714285715,0.011904761904761904,0.03571428571428571,0.9761904761904762,0.047619047619047616
298,Buck Farmer,32,R,2,2,0.5,4.15,2,52.0,48,26,24,6,22,1,52,3,0,3,224,1.346,8.3,1.0,3.8,9.0,2.36,46%,farmebu01,0.9230769230769231,0.5,0.46153846153846156,0.11538461538461539,0.4230769230769231,0.019230769230769232,0.057692307692307696,1.0,0.057692307692307696
299,Matt Foster,28,R,3,2,0.6,4.15,1,52.0,48,26,24,7,18,1,50,2,0,2,220,1.269,8.3,1.2,3.1,8.7,2.78,46%,fostema01,0.9230769230769231,0.5,0.46153846153846156,0.1346153846153846,0.34615384615384615,0.019230769230769232,0.038461538461538464,0.9615384615384616,0.038461538461538464
300,Jimmy Herget,29,R,3,3,0.5,3.48,4,62.0,52,26,24,6,19,2,58,3,0,1,254,1.145,7.5,0.9,2.8,8.4,3.05,46%,hergeji01,0.8387096774193549,0.41935483870967744,0.3870967741935484,0.0967741935483871,0.3064516129032258,0.03225806451612903,0.04838709677419355,0.9354838709677419,0.016129032258064516
301,Adam Oller,28,R,4,7,0.364,4.91,2,88.0,88,52,48,14,37,1,70,3,0,4,384,1.42,9.0,1.4,3.8,7.2,1.89,46%,ollerad01,1.0,0.5909090909090909,0.5454545454545454,0.1590909090909091,0.42045454545454547,0.011363636363636364,0.03409090909090909,0.7954545454545454,0.045454545454545456
302,Trent Thornton,29,R,2,3,0.4,4.09,1,55.0,53,28,25,8,19,1,51,3,0,2,232,1.309,8.7,1.3,3.1,8.3,2.68,46%,thorntr01,0.9636363636363636,0.509090909090909,0.45454545454545453,0.14545454545454545,0.34545454545454546,0.01818181818181818,0.05454545454545454,0.9272727272727272,0.03636363636363636
303,Alex Vesia,27,L,4,2,0.667,3.21,2,56.0,43,23,20,6,23,1,66,2,0,2,236,1.179,6.9,1.0,3.7,10.6,2.87,46%,vesiaal01,0.7678571428571429,0.4107142857142857,0.35714285714285715,0.10714285714285714,0.4107142857142857,0.017857142857142856,0.03571428571428571,1.1785714285714286,0.03571428571428571
304,Joan Adon,24,R,4,10,0.286,5.03,2,93.0,93,55,52,11,41,1,88,6,0,6,414,1.441,9.0,1.1,4.0,8.5,2.15,45%,adonjo01,1.0,0.5913978494623656,0.5591397849462365,0.11827956989247312,0.44086021505376344,0.010752688172043012,0.06451612903225806,0.946236559139785,0.06451612903225806
305,Jason Alexander,30,R,4,4,0.5,4.5,1,82.0,87,45,41,11,30,1,67,4,0,2,356,1.427,9.5,1.2,3.3,7.4,2.23,45%,alexaja01,1.0609756097560976,0.5487804878048781,0.5,0.13414634146341464,0.36585365853658536,0.012195121951219513,0.04878048780487805,0.8170731707317073,0.024390243902439025
306,Ryan Brasier,35,R,2,3,0.4,4.5,1,58.0,58,32,29,7,17,1,55,2,0,2,243,1.293,9.0,1.1,2.6,8.5,3.24,45%,brasiry01,1.0,0.5517241379310345,0.5,0.1206896551724138,0.29310344827586204,0.017241379310344827,0.034482758620689655,0.9482758620689655,0.034482758620689655
307,Brock Burke,26,L,5,4,0.556,3.0,1,66.0,55,26,22,7,21,1,68,2,0,2,272,1.152,7.5,1.0,2.9,9.3,3.24,45%,burkebr01,0.8333333333333334,0.3939393939393939,0.3333333333333333,0.10606060606060606,0.3181818181818182,0.015151515151515152,0.030303030303030304,1.0303030303030303,0.030303030303030304
308,José Cisnero,34,R,3,2,0.6,3.48,1,44.0,37,19,17,4,20,0,42,2,0,2,185,1.295,7.6,0.8,4.1,8.6,2.1,45%,cisnejo01,0.8409090909090909,0.4318181818181818,0.38636363636363635,0.09090909090909091,0.45454545454545453,0.0,0.045454545454545456,0.9545454545454546,0.045454545454545456
309,Enyel De Los Santos,27,R,4,2,0.667,3.93,1,55.0,50,27,24,6,20,1,59,3,1,3,235,1.273,8.2,1.0,3.3,9.7,2.95,45%,delosen01,0.9090909090909091,0.4909090909090909,0.43636363636363634,0.10909090909090909,0.36363636363636365,0.01818181818181818,0.05454545454545454,1.0727272727272728,0.05454545454545454
310,Tyler Glasnow,29,R,4,3,0.571,3.38,1,72.0,57,29,27,9,24,0,85,2,0,5,295,1.125,7.1,1.1,3.0,10.6,3.54,45%,glasnty01,0.7916666666666666,0.4027777777777778,0.375,0.125,0.3333333333333333,0.0,0.027777777777777776,1.1805555555555556,0.06944444444444445
311,Brusdar Graterol,24,R,3,3,0.5,3.67,2,54.0,47,24,22,5,16,2,49,4,0,1,226,1.167,7.8,0.8,2.7,8.2,3.06,45%,gratebr01,0.8703703703703703,0.4444444444444444,0.4074074074074074,0.09259259259259259,0.2962962962962963,0.037037037037037035,0.07407407407407407,0.9074074074074074,0.018518518518518517
312,Tyler Kinley,32,R,2,2,0.5,3.68,1,44.0,39,20,18,5,15,0,43,2,0,2,185,1.227,8.0,1.0,3.1,8.8,2.87,45%,kinlety01,0.8863636363636364,0.45454545454545453,0.4090909090909091,0.11363636363636363,0.3409090909090909,0.0,0.045454545454545456,0.9772727272727273,0.045454545454545456
313,Tim Mayza,31,L,5,2,0.714,3.6,2,55.0,48,24,22,6,16,1,52,2,0,2,224,1.164,7.9,1.0,2.6,8.5,3.25,45%,mayzati01,0.8727272727272727,0.43636363636363634,0.4,0.10909090909090909,0.2909090909090909,0.01818181818181818,0.03636363636363636,0.9454545454545454,0.03636363636363636
314,Zach Pop,26,R,3,2,0.6,3.6,1,50.0,48,22,20,4,15,1,44,3,0,2,212,1.26,8.6,0.7,2.7,7.9,2.93,45%,popza01,0.96,0.44,0.4,0.08,0.3,0.02,0.06,0.88,0.04
315,A.J. Puk,28,L,3,4,0.429,3.6,3,60.0,53,27,24,6,21,1,62,5,0,4,254,1.233,8.0,0.9,3.2,9.3,2.95,45%,pukaj01,0.8833333333333333,0.45,0.4,0.1,0.35,0.016666666666666666,0.08333333333333333,1.0333333333333334,0.06666666666666667
316,Yency Almonte,29,R,2,2,0.5,4.02,1,47.0,40,22,21,5,18,1,45,3,0,2,199,1.234,7.7,1.0,3.4,8.6,2.5,44%,almonye01,0.851063829787234,0.46808510638297873,0.44680851063829785,0.10638297872340426,0.3829787234042553,0.02127659574468085,0.06382978723404255,0.9574468085106383,0.0425531914893617
317,Lucas Gilbreath,27,L,3,2,0.6,3.88,1,51.0,44,24,22,5,22,0,52,3,0,2,218,1.294,7.8,0.9,3.9,9.2,2.36,44%,gilbrlu01,0.8627450980392157,0.47058823529411764,0.43137254901960786,0.09803921568627451,0.43137254901960786,0.0,0.058823529411764705,1.0196078431372548,0.0392156862745098
318,MacKenzie Gore,24,L,5,5,0.5,3.94,2,89.0,80,42,39,9,36,1,89,4,0,5,381,1.303,8.1,0.9,3.6,9.0,2.47,44%,gorema01,0.898876404494382,0.47191011235955055,0.43820224719101125,0.10112359550561797,0.4044943820224719,0.011235955056179775,0.0449438202247191,1.0,0.056179775280898875
319,Trevor May,33,R,3,2,0.6,4.09,2,44.0,41,21,20,6,16,1,48,1,0,2,186,1.295,8.4,1.2,3.3,9.8,3.0,44%,maytr01,0.9318181818181818,0.4772727272727273,0.45454545454545453,0.13636363636363635,0.36363636363636365,0.022727272727272728,0.022727272727272728,1.0909090909090908,0.045454545454545456
320,Steven Okert,31,L,4,4,0.5,3.5,1,54.0,44,23,21,7,22,1,57,5,0,2,228,1.222,7.3,1.2,3.7,9.5,2.59,44%,okertst01,0.8148148148148148,0.42592592592592593,0.3888888888888889,0.12962962962962962,0.4074074074074074,0.018518518518518517,0.09259259259259259,1.0555555555555556,0.037037037037037035
321,Cionel Pérez,27,L,4,2,0.667,3.21,1,56.0,49,23,20,5,22,1,55,2,0,3,237,1.268,7.9,0.8,3.5,8.8,2.5,44%,perezci01,0.875,0.4107142857142857,0.35714285714285715,0.08928571428571429,0.39285714285714285,0.017857142857142856,0.03571428571428571,0.9821428571428571,0.05357142857142857
322,Michael Rucker,29,R,3,2,0.6,4.25,1,55.0,52,28,26,7,20,0,52,2,0,2,234,1.309,8.5,1.1,3.3,8.5,2.6,44%,ruckemi01,0.9454545454545454,0.509090909090909,0.4727272727272727,0.12727272727272726,0.36363636363636365,0.0,0.03636363636363636,0.9454545454545454,0.03636363636363636
323,Erik Swanson,29,R,3,3,0.5,3.21,2,56.0,48,23,20,6,16,1,60,2,0,2,231,1.143,7.7,1.0,2.6,9.6,3.75,44%,swanser01,0.8571428571428571,0.4107142857142857,0.35714285714285715,0.10714285714285714,0.2857142857142857,0.017857142857142856,0.03571428571428571,1.0714285714285714,0.03571428571428571
324,Ryan Thompson,31,R,3,3,0.5,3.78,2,50.0,45,24,21,5,15,1,47,2,0,2,209,1.2,8.1,0.9,2.7,8.5,3.13,44%,thompry02,0.9,0.48,0.42,0.1,0.3,0.02,0.04,0.94,0.04
325,Josh Winckowski,25,R,6,7,0.462,4.65,2,93.0,94,50,48,11,33,1,77,4,0,2,403,1.366,9.1,1.1,3.2,7.5,2.33,44%,winckjo01,1.010752688172043,0.5376344086021505,0.5161290322580645,0.11827956989247312,0.3548387096774194,0.010752688172043012,0.043010752688172046,0.8279569892473119,0.021505376344086023
326,Huascar Ynoa,25,R,3,4,0.429,4.37,1,68.0,62,34,33,9,23,1,70,3,0,3,290,1.25,8.2,1.2,3.0,9.3,3.04,44%,ynoahu01,0.9117647058823529,0.5,0.4852941176470588,0.1323529411764706,0.3382352941176471,0.014705882352941176,0.04411764705882353,1.0294117647058822,0.04411764705882353
327,Dylan Coleman,26,R,4,3,0.571,3.3,1,60.0,48,25,22,6,25,1,60,4,0,4,252,1.217,7.2,0.9,3.8,9.0,2.4,43%,colemdy01,0.8,0.4166666666666667,0.36666666666666664,0.1,0.4166666666666667,0.016666666666666666,0.06666666666666667,1.0,0.06666666666666667
328,Tucker Davidson,27,L,4,7,0.364,4.71,2,86.0,80,48,45,11,39,1,73,4,0,2,375,1.384,8.4,1.2,4.1,7.6,1.87,43%,davidtu01,0.9302325581395349,0.5581395348837209,0.5232558139534884,0.12790697674418605,0.45348837209302323,0.011627906976744186,0.046511627906976744,0.8488372093023255,0.023255813953488372
329,Chad Green,32,R,3,3,0.5,3.51,2,41.0,34,18,16,5,12,1,42,1,0,2,166,1.122,7.5,1.1,2.6,9.2,3.5,43%,greench03,0.8292682926829268,0.43902439024390244,0.3902439024390244,0.12195121951219512,0.2926829268292683,0.024390243902439025,0.024390243902439025,1.024390243902439,0.04878048780487805
330,Joe Kelly,35,R,2,2,0.5,4.22,2,49.0,43,25,23,4,20,1,52,3,0,3,208,1.286,7.9,0.7,3.7,9.6,2.6,43%,kellyjo05,0.8775510204081632,0.5102040816326531,0.46938775510204084,0.08163265306122448,0.40816326530612246,0.02040816326530612,0.061224489795918366,1.0612244897959184,0.061224489795918366
331,Sam Long,27,L,3,3,0.5,4.12,1,59.0,54,31,27,8,20,1,54,3,0,4,252,1.254,8.2,1.2,3.1,8.2,2.7,43%,longsa01,0.9152542372881356,0.5254237288135594,0.4576271186440678,0.13559322033898305,0.3389830508474576,0.01694915254237288,0.05084745762711865,0.9152542372881356,0.06779661016949153
332,Anthony Misiewicz,28,L,3,3,0.5,4.2,1,45.0,43,22,21,5,15,1,43,1,0,2,190,1.289,8.6,1.0,3.0,8.6,2.87,43%,misiean01,0.9555555555555556,0.4888888888888889,0.4666666666666667,0.1111111111111111,0.3333333333333333,0.022222222222222223,0.022222222222222223,0.9555555555555556,0.044444444444444446
333,David Robertson,38,R,3,3,0.5,3.41,9,58.0,48,24,22,7,25,1,62,3,0,3,245,1.259,7.4,1.1,3.9,9.6,2.48,43%,roberda08,0.8275862068965517,0.41379310344827586,0.3793103448275862,0.1206896551724138,0.43103448275862066,0.017241379310344827,0.05172413793103448,1.0689655172413792,0.05172413793103448
334,Drew Smith,29,R,3,3,0.5,3.57,1,53.0,45,22,21,8,18,1,53,2,0,1,217,1.189,7.6,1.4,3.1,9.0,2.94,43%,smithdr01,0.8490566037735849,0.41509433962264153,0.39622641509433965,0.1509433962264151,0.33962264150943394,0.018867924528301886,0.03773584905660377,1.0,0.018867924528301886
335,Domingo Acevedo,29,R,3,3,0.5,3.6,3,60.0,50,26,24,8,18,2,54,3,0,2,246,1.133,7.5,1.2,2.7,8.1,3.0,42%,acevedo01,0.8333333333333334,0.43333333333333335,0.4,0.13333333333333333,0.3,0.03333333333333333,0.05,0.9,0.03333333333333333
336,Jason Adam,31,R,3,3,0.5,3.1,4,58.0,44,22,20,6,19,1,62,4,0,2,235,1.086,6.8,0.9,2.9,9.6,3.26,42%,adamja01,0.7586206896551724,0.3793103448275862,0.3448275862068966,0.10344827586206896,0.3275862068965517,0.017241379310344827,0.06896551724137931,1.0689655172413792,0.034482758620689655
337,Bryan Baker,28,R,3,3,0.5,3.69,2,61.0,55,27,25,5,22,1,61,3,0,3,256,1.262,8.1,0.7,3.2,9.0,2.77,42%,bakerbr01,0.9016393442622951,0.4426229508196721,0.4098360655737705,0.08196721311475409,0.36065573770491804,0.01639344262295082,0.04918032786885246,1.0,0.04918032786885246
338,Aaron Bummer,29,L,3,3,0.5,3.48,2,44.0,40,20,17,4,17,1,47,2,0,2,188,1.295,8.2,0.8,3.5,9.6,2.76,42%,bummeaa01,0.9090909090909091,0.45454545454545453,0.38636363636363635,0.09090909090909091,0.38636363636363635,0.022727272727272728,0.045454545454545456,1.0681818181818181,0.045454545454545456
339,Jason Foley,27,R,2,2,0.5,3.86,1,56.0,57,25,24,5,16,0,48,3,0,2,238,1.304,9.2,0.8,2.6,7.7,3.0,42%,foleyja01,1.0178571428571428,0.44642857142857145,0.42857142857142855,0.08928571428571429,0.2857142857142857,0.0,0.05357142857142857,0.8571428571428571,0.03571428571428571
340,Jordan Hicks,26,R,3,4,0.429,4.29,1,63.0,52,31,30,6,28,0,63,4,0,4,270,1.27,7.4,0.9,4.0,9.0,2.25,42%,hicksjo03,0.8253968253968254,0.49206349206349204,0.47619047619047616,0.09523809523809523,0.4444444444444444,0.0,0.06349206349206349,1.0,0.06349206349206349
341,Evan Phillips,28,R,5,3,0.625,2.95,2,58.0,45,21,19,5,18,1,61,3,0,2,235,1.086,7.0,0.8,2.8,9.5,3.39,42%,phillev01,0.7758620689655172,0.3620689655172414,0.3275862068965517,0.08620689655172414,0.3103448275862069,0.017241379310344827,0.05172413793103448,1.0517241379310345,0.034482758620689655
342,Reiver Sanmartin,27,L,4,3,0.571,4.58,1,59.0,59,32,30,7,23,1,53,2,1,2,253,1.39,9.0,1.1,3.5,8.1,2.3,42%,sanmare01,1.0,0.5423728813559322,0.5084745762711864,0.11864406779661017,0.3898305084745763,0.01694915254237288,0.03389830508474576,0.8983050847457628,0.03389830508474576
343,John Schreiber,29,R,3,3,0.5,3.26,4,58.0,49,24,21,5,18,0,59,3,0,3,239,1.155,7.6,0.8,2.8,9.2,3.28,42%,schrejo01,0.8448275862068966,0.41379310344827586,0.3620689655172414,0.08620689655172414,0.3103448275862069,0.0,0.05172413793103448,1.0172413793103448,0.05172413793103448
344,JP Sears,27,L,6,4,0.6,3.8,2,83.0,76,38,35,9,27,1,71,3,0,2,345,1.241,8.2,1.0,2.9,7.7,2.63,42%,searsjp01,0.9156626506024096,0.4578313253012048,0.42168674698795183,0.10843373493975904,0.3253012048192771,0.012048192771084338,0.03614457831325301,0.8554216867469879,0.024096385542168676
345,Andrew Wantz,27,R,3,2,0.6,3.67,1,54.0,45,25,22,7,20,1,55,3,0,2,224,1.204,7.5,1.2,3.3,9.2,2.75,42%,wantzan01,0.8333333333333334,0.46296296296296297,0.4074074074074074,0.12962962962962962,0.37037037037037035,0.018518518518518517,0.05555555555555555,1.0185185185185186,0.037037037037037035
346,Ryan Weathers,23,L,3,3,0.5,4.5,1,58.0,56,30,29,8,20,1,52,2,0,2,247,1.31,8.7,1.2,3.1,8.1,2.6,42%,weathry01,0.9655172413793104,0.5172413793103449,0.5,0.13793103448275862,0.3448275862068966,0.017241379310344827,0.034482758620689655,0.896551724137931,0.034482758620689655
347,Josh Winder,26,R,5,6,0.455,4.18,2,84.0,80,42,39,11,26,1,72,5,0,3,358,1.262,8.6,1.2,2.8,7.7,2.77,42%,windejo01,0.9523809523809523,0.5,0.4642857142857143,0.13095238095238096,0.30952380952380953,0.011904761904761904,0.05952380952380952,0.8571428571428571,0.03571428571428571
348,Albert Abreu,27,R,3,2,0.6,3.94,1,48.0,43,23,21,6,20,1,46,3,0,3,206,1.313,8.1,1.1,3.8,8.6,2.3,41%,abreual01,0.8958333333333334,0.4791666666666667,0.4375,0.125,0.4166666666666667,0.020833333333333332,0.0625,0.9583333333333334,0.0625
349,Jalen Beeks,29,L,3,3,0.5,3.39,2,61.0,54,26,23,7,21,0,63,2,0,3,254,1.23,8.0,1.0,3.1,9.3,3.0,41%,beeksja02,0.8852459016393442,0.4262295081967213,0.3770491803278688,0.11475409836065574,0.3442622950819672,0.0,0.03278688524590164,1.0327868852459017,0.04918032786885246
350,Carl Edwards Jr.,31,R,4,3,0.571,3.63,2,57.0,51,25,23,7,21,0,52,2,0,2,238,1.263,8.1,1.1,3.3,8.2,2.48,41%,edwarca01,0.8947368421052632,0.43859649122807015,0.40350877192982454,0.12280701754385964,0.3684210526315789,0.0,0.03508771929824561,0.9122807017543859,0.03508771929824561
351,Andrew Kittredge,33,R,4,2,0.667,3.27,4,44.0,38,18,16,5,12,1,41,2,0,2,179,1.136,7.8,1.0,2.5,8.4,3.42,41%,kittran01,0.8636363636363636,0.4090909090909091,0.36363636363636365,0.11363636363636363,0.2727272727272727,0.022727272727272728,0.045454545454545456,0.9318181818181818,0.045454545454545456
352,Trevor Megill,29,R,3,3,0.5,4.68,1,50.0,52,29,26,6,18,1,51,2,0,3,216,1.4,9.4,1.1,3.2,9.2,2.83,41%,megiltr01,1.04,0.58,0.52,0.12,0.36,0.02,0.04,1.02,0.06
353,Tommy Nance,32,R,3,3,0.5,4.41,1,51.0,49,27,25,6,20,1,53,3,0,4,221,1.353,8.6,1.1,3.5,9.4,2.65,41%,nanceto01,0.9607843137254902,0.5294117647058824,0.49019607843137253,0.11764705882352941,0.39215686274509803,0.0196078431372549,0.058823529411764705,1.0392156862745099,0.0784313725490196
354,Yohan Ramirez,28,R,3,2,0.6,3.91,2,46.0,39,22,20,6,20,1,45,4,0,2,199,1.283,7.6,1.2,3.9,8.8,2.25,41%,ramiryo01,0.8478260869565217,0.4782608695652174,0.43478260869565216,0.13043478260869565,0.43478260869565216,0.021739130434782608,0.08695652173913043,0.9782608695652174,0.043478260869565216
355,Nick Sandlin,26,R,4,2,0.667,3.24,1,50.0,39,21,18,4,21,1,52,3,0,2,211,1.2,7.0,0.7,3.8,9.4,2.48,41%,sandlni01,0.78,0.42,0.36,0.08,0.42,0.02,0.06,1.04,0.04
356,Josh Sborz,29,R,2,2,0.5,4.19,1,43.0,40,22,20,5,18,1,45,1,0,3,183,1.349,8.4,1.0,3.8,9.4,2.5,41%,sborzjo01,0.9302325581395349,0.5116279069767442,0.46511627906976744,0.11627906976744186,0.4186046511627907,0.023255813953488372,0.023255813953488372,1.0465116279069768,0.06976744186046512
357,Clarke Schmidt,27,R,4,4,0.5,3.66,2,59.0,52,27,24,6,22,1,57,3,0,1,250,1.254,7.9,0.9,3.4,8.7,2.59,41%,schmicl01,0.8813559322033898,0.4576271186440678,0.4067796610169492,0.1016949152542373,0.3728813559322034,0.01694915254237288,0.05084745762711865,0.9661016949152542,0.01694915254237288
358,Cory Abbott,27,R,2,4,0.333,4.43,1,67.0,62,37,33,12,28,0,62,4,0,3,292,1.343,8.3,1.6,3.8,8.3,2.21,40%,abbotco01,0.9253731343283582,0.5522388059701493,0.4925373134328358,0.1791044776119403,0.417910447761194,0.0,0.05970149253731343,0.9253731343283582,0.04477611940298507
359,Brayan Bello,24,R,4,7,0.364,4.12,2,83.0,86,42,38,6,32,1,81,3,0,3,366,1.422,9.3,0.7,3.5,8.8,2.53,40%,bellobr01,1.036144578313253,0.5060240963855421,0.4578313253012048,0.07228915662650602,0.3855421686746988,0.012048192771084338,0.03614457831325301,0.9759036144578314,0.03614457831325301
360,Griffin Canning,27,R,4,4,0.5,4.29,1,65.0,61,34,31,9,24,0,63,2,0,3,276,1.308,8.4,1.2,3.3,8.7,2.63,40%,cannigr01,0.9384615384615385,0.5230769230769231,0.47692307692307695,0.13846153846153847,0.36923076923076925,0.0,0.03076923076923077,0.9692307692307692,0.046153846153846156
361,Jhoan Duran,25,R,3,3,0.5,2.9,4,59.0,48,21,19,6,17,1,66,3,0,3,241,1.102,7.3,0.9,2.6,10.1,3.88,40%,duranjh01,0.8135593220338984,0.3559322033898305,0.3220338983050847,0.1016949152542373,0.288135593220339,0.01694915254237288,0.05084745762711865,1.11864406779661,0.05084745762711865
362,Scott Effross,29,R,3,3,0.5,3.44,3,55.0,48,25,21,5,17,1,56,3,0,1,229,1.182,7.9,0.8,2.8,9.2,3.29,40%,effrosc01,0.8727272727272727,0.45454545454545453,0.38181818181818183,0.09090909090909091,0.3090909090909091,0.01818181818181818,0.05454545454545454,1.018181818181818,0.01818181818181818
363,Garrett Hill,27,R,4,4,0.5,3.88,1,72.0,64,34,31,9,28,0,60,4,0,3,306,1.278,8.0,1.1,3.5,7.5,2.14,40%,hillga02,0.8888888888888888,0.4722222222222222,0.4305555555555556,0.125,0.3888888888888889,0.0,0.05555555555555555,0.8333333333333334,0.041666666666666664
364,Daniel Hudson,36,R,3,3,0.5,3.64,3,42.0,37,19,17,5,14,0,46,2,0,3,176,1.214,7.9,1.1,3.0,9.9,3.29,40%,hudsoda01,0.8809523809523809,0.4523809523809524,0.40476190476190477,0.11904761904761904,0.3333333333333333,0.0,0.047619047619047616,1.0952380952380953,0.07142857142857142
